customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5881-DGHF,Male,0,Yes,No,65,Yes,DSL,No,No,No internet service,One year,Yes,Mailed check,56.25,3706.0,No
5783-CFIE,Male,0,No,No,72,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Mailed check,32.28,2101.44,No
4793-HGDE,Male,0,No,Yes,23,Yes,Fiber optic,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),79.74,1898.9,No
7845-FGEJ,Female,0,Yes,No,37,Yes,Fiber optic,No,No,Yes,One year,Yes,Credit card (automatic),83.58,3087.69,Yes
1426-IEIJ,Male,0,No,No,27,Yes,DSL,No,No,No,One year,No,Mailed check,71.6,1846.65,No
8737-HAGF,Female,0,No,No,34,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.29,1089.93,No
2072-DECH,Male,0,No,No,47,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,74.81,3588.31,No
5794-AEBF,Female,0,Yes,No,47,Yes,DSL,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),59.34,2599.24,No
4419-FHDC,Female,0,Yes,Yes,34,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,45.73,1509.28,No
4040-DCDE,Female,0,No,Yes,34,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,63.37,2247.87,No
5885-HFFH,Female,0,Yes,No,35,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.25,2670.63,No
3853-CBHD,Female,0,No,Yes,29,Yes,Fiber optic,No internet service,No,No,One year,Yes,Electronic check,60.12,1714.52,No
8870-IABD,Male,0,Yes,No,8,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Electronic check,44.87,343.39,Yes
2443-BEEE,Female,0,No,No,27,Yes,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.29,2597.32,No
7988-DFCB,Female,0,Yes,No,52,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,41.12,2117.09,No
6419-BJHC,Female,0,No,No,71,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.84,4844.56,No
1210-IJHA,Male,1,Yes,No,59,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),50.51,3040.41,No
5330-CCDE,Female,0,Yes,No,62,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),18.0,1024.39,No
7563-EIEB,Male,0,Yes,Yes,57,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),40.24,2137.09,No
6140-GDCJ,Female,0,No,Yes,36,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),68.5,2272.6,Yes
9178-BFIC,Female,1,Yes,No,49,No,DSL,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),39.44,1915.58,Yes
9890-BHJA,Male,0,No,No,61,Yes,DSL,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),46.56,2571.55,No
8845-HEHB,Female,0,Yes,No,16,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,43.87,732.49,Yes
9567-HCCF,Female,0,No,No,10,Yes,No,No,No,No,One year,No,Bank transfer (automatic),18.0,178.86,No
8746-CJGF,Male,0,No,No,19,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.95,982.33,No
1367-GAAB,Male,1,Yes,Yes,38,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.0,628.2,No
6109-HFBG,Male,0,Yes,Yes,57,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,59.24,3145.46,Yes
3932-HCEH,Female,0,Yes,No,32,Yes,Fiber optic,No internet service,Yes,Yes,One year,No,Mailed check,62.99,2042.03,No
4143-DCEB,Female,0,No,No,71,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.25,5266.29,Yes
7148-IGBD,Female,0,No,No,23,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card (automatic),74.56,1612.59,Yes
1842-JHBG,Female,0,Yes,No,33,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,20.76,690.86,No
7769-IIAJ,Female,0,No,No,67,Yes,No,Yes,Yes,No,One year,No,Mailed check,18.0,1238.19,No
4299-IDDB,Male,0,No,No,12,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,18.0,204.16,No
7115-BBJH,Male,0,No,Yes,60,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),44.84,2562.43,No
2159-JFAA,Male,0,No,Yes,11,Yes,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Electronic check,70.26,742.93,Yes
3508-JAAC,Male,0,No,Yes,66,No,No,Yes,No,No,One year,Yes,Credit card (automatic),36.59,2448.91,No
1782-AADI,Female,1,No,Yes,23,Yes,Fiber optic,No,Yes,No,One year,Yes,Mailed check,93.45,2049.07,No
4404-GFJH,Male,0,No,No,46,Yes,Fiber optic,No,No,No,One year,No,Electronic check,73.99,3117.66,No
2472-ICJE,Male,0,Yes,No,51,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,No,Electronic check,68.78,3451.67,Yes
1893-HJGF,Male,0,No,Yes,27,Yes,Fiber optic,No,No,No,Two year,No,Mailed check,68.79,1686.67,No
2789-FHCI,Male,0,No,Yes,40,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.15,1934.02,No
8105-JACC,Male,0,No,Yes,55,Yes,DSL,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),41.5,2156.47,No
5570-ICHC,Male,0,Yes,Yes,63,Yes,DSL,No,No,No,One year,Yes,Mailed check,66.0,4171.76,No
8834-FEAC,Female,0,No,Yes,7,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,64.76,420.46,Yes
2251-HEIE,Male,0,Yes,Yes,36,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,53.84,1961.78,Yes
9597-GABG,Male,0,No,Yes,62,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,23.66,1524.53,No
8506-GHBB,Male,0,Yes,No,40,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,41.69,1686.75,Yes
8746-DFJE,Female,0,No,No,2,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,37.41,70.71,No
9031-DBEI,Female,0,Yes,Yes,9,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer (automatic),73.91,652.93,Yes
3347-BEFH,Female,0,Yes,No,59,Yes,DSL,No,No internet service,Yes,Month-to-month,No,Electronic check,64.66,3913.45,No
7932-AIBB,Female,0,Yes,Yes,30,No,Fiber optic,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),72.12,2203.03,No
2055-BHHB,Female,0,Yes,No,51,No,No,No,Yes,No,One year,No,Electronic check,27.97,1295.67,Yes
8531-DHBJ,Female,1,Yes,No,65,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes,Electronic check,56.66,3348.61,Yes
1188-AIAJ,Male,0,No,No,6,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.32,276.74,No
9955-JEGH,Female,0,No,No,33,Yes,Fiber optic,Yes,No,No,Two year,Yes,Mailed check,55.88,1786.58,No
5503-BGDF,Male,0,No,No,10,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,735.15,Yes
9959-DHAI,Male,0,No,Yes,61,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card (automatic),70.51,4323.19,Yes
6410-EEBF,Female,0,Yes,No,33,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,90.82,3100.92,Yes
9598-GAAI,Male,0,No,No,63,Yes,DSL,Yes,No,No internet service,Month-to-month,No,Mailed check,49.74,2830.65,Yes
1262-CEJE,Male,0,No,No,21,No,No,Yes,No,No,One year,No,Credit card (automatic),18.0,382.36,No
1919-JACA,Female,0,Yes,Yes,10,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Electronic check,73.93,669.53,No
6232-DBIG,Male,0,No,No,63,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.49,3703.9,No
5735-GCFC,Male,0,No,No,44,Yes,DSL,Yes,No,Yes,One year,No,Bank transfer (automatic),61.42,2607.76,No
3576-AJJG,Female,0,No,No,14,Yes,DSL,No internet service,No,No,One year,Yes,Electronic check,41.26,606.48,No
5755-GIBB,Female,0,No,No,50,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,85.01,4014.7,No
6800-JGCE,Male,0,Yes,No,30,Yes,Fiber optic,No,No,No,One year,Yes,Credit card (automatic),53.33,1562.8,No
2485-AFEB,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.94,115.99,No
6010-HIJE,Female,1,Yes,No,19,Yes,DSL,No internet service,No internet service,No,One year,No,Electronic check,33.53,633.52,No
6312-CHEE,Male,0,No,Yes,54,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,18.0,927.88,No
8172-EEBG,Male,0,Yes,Yes,9,Yes,DSL,No,No,Yes,Two year,No,Electronic check,58.15,496.71,No
4573-CFAD,Male,1,No,No,24,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),45.7,1033.49,No
4830-GJEH,Male,0,No,No,18,Yes,DSL,No,No internet service,No,Month-to-month,No,Credit card (automatic),51.01,837.71,Yes
5991-DAEI,Male,0,Yes,No,53,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),53.15,2579.15,Yes
6158-BHHB,Male,0,Yes,No,62,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,41.95,2625.86,Yes
7579-AEIA,Male,0,Yes,No,57,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),81.43,4564.6,No
4104-FHBB,Male,0,No,No,52,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),39.77,1901.32,No
8484-IFJE,Male,0,No,Yes,6,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),33.11,190.8,No
7434-GBJA,Male,0,Yes,No,66,Yes,DSL,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),52.02,3210.48,No
5720-JJFA,Male,0,No,No,11,Yes,DSL,No,No internet service,No,Two year,Yes,Bank transfer (automatic),40.83,432.48,Yes
7015-FEBF,Male,0,No,Yes,29,Yes,DSL,No internet service,Yes,Yes,Month-to-month,No,Mailed check,56.15,1617.86,No
8598-HDJF,Female,0,Yes,No,60,No,DSL,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.19,2986.45,No
8357-ICJA,Male,0,No,Yes,17,No,Fiber optic,Yes,No,No,Two year,No,Bank transfer (automatic),93.72,1605.78,No
2426-GCAG,Female,1,Yes,Yes,15,No,DSL,Yes,No,Yes,Two year,Yes,Electronic check,56.2,763.63,No
5959-JBCC,Female,0,Yes,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,80.62,72.69,Yes
4687-EBHJ,Female,1,Yes,No,26,Yes,DSL,No internet service,No,No,Two year,Yes,Mailed check,48.55,1296.46,No
8031-IIFA,Female,0,Yes,Yes,36,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,18.0,652.47,No
2235-EGEF,Male,0,No,No,34,Yes,DSL,No,No,No,Two year,Yes,Bank transfer (automatic),49.5,1535.86,No
2868-DIBB,Female,0,No,Yes,2,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.95,74.46,No
9793-GFJE,Male,0,Yes,No,14,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),69.75,1000.15,No
7504-BJHI,Male,0,No,No,0,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,Electronic check,73.73,33.68,Yes
9651-AIBI,Male,1,Yes,No,16,Yes,Fiber optic,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),63.26,1023.94,Yes
5289-CECA,Male,0,Yes,No,44,Yes,DSL,No,No internet service,No,Two year,No,Electronic check,54.24,2371.37,No
8585-EBIB,Male,0,No,No,0,Yes,Fiber optic,No internet service,Yes,No,One year,Yes,Credit card (automatic),82.87,42.52,No
2220-EHJJ,Male,0,No,No,12,Yes,DSL,No,No,No internet service,One year,Yes,Mailed check,51.52,598.44,No
8969-IDGF,Female,0,No,Yes,39,Yes,DSL,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),48.81,1878.26,Yes
9060-CDGB,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No,Two year,No,Electronic check,18.0,662.87,No
4227-FEGJ,Male,1,Yes,No,65,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),46.89,3147.52,No
5081-IFEH,Female,0,Yes,No,41,No,DSL,No,Yes,Yes,Two year,Yes,Mailed check,73.68,2882.24,Yes
4877-EDEG,Male,0,No,Yes,67,Yes,DSL,No internet service,No,No,Two year,Yes,Electronic check,40.44,2530.67,No
1897-JBAE,Male,0,Yes,No,52,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.36,2932.97,No
4234-DJIB,Female,0,No,No,40,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.33,3148.97,Yes
6918-GHBH,Female,1,Yes,No,27,Yes,DSL,No,No,No,One year,Yes,Electronic check,40.73,990.0,No
2988-JIHH,Male,1,Yes,No,8,Yes,Fiber optic,Yes,No internet service,No,Two year,No,Mailed check,80.54,639.58,No
9287-JJCG,Male,0,Yes,No,51,Yes,No,Yes,No,No,One year,Yes,Mailed check,18.0,927.88,No
4617-FDAC,Male,1,No,No,68,Yes,No,No,No,No internet service,Two year,No,Mailed check,19.87,1238.73,No
8448-JABG,Male,0,No,No,26,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,31.14,785.26,No
9764-GAGH,Male,0,No,Yes,25,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,35.27,854.45,Yes
6353-AIDF,Female,0,No,No,7,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,58.79,378.8,No
5178-AAEB,Female,0,No,No,43,Yes,Fiber optic,Yes,No,No,One year,No,Mailed check,80.81,3392.94,No
2812-GEBJ,Male,0,Yes,No,22,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),66.81,1468.01,Yes
9370-HBFH,Female,0,No,No,0,Yes,Fiber optic,No,No,Yes,Two year,No,Mailed check,85.37,42.92,Yes
4208-IHDB,Male,0,No,No,0,Yes,No,No,No,No,Month-to-month,No,Electronic check,18.0,8.27,Yes
9409-DEID,Male,1,No,No,24,Yes,Fiber optic,No,No internet service,No internet service,One year,No,Bank transfer (automatic),68.76,1665.55,No
8678-HGDJ,Male,1,Yes,Yes,33,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,78.58,2591.62,Yes
7622-DCEC,Female,0,Yes,No,33,Yes,Fiber optic,No internet service,No internet service,No,Two year,Yes,Electronic check,84.81,2582.36,No
3808-DBGB,Female,0,No,No,54,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),18.0,903.68,No
9333-FHJD,Female,0,Yes,Yes,38,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer (automatic),45.01,1622.18,Yes
9993-EHFG,Male,0,Yes,No,57,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,Electronic check,34.55,1989.35,No
1652-CEHE,Female,0,Yes,No,21,Yes,Fiber optic,No internet service,No,No internet service,Two year,Yes,Electronic check,77.48,1544.41,Yes
9916-FAID,Male,0,No,No,16,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,22.64,367.12,Yes
9346-HIDF,Male,0,Yes,No,39,Yes,No,No,No internet service,No,One year,Yes,Mailed check,18.0,702.35,No
4152-JBJF,Female,0,No,No,7,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.28,659.25,Yes
1967-FBDG,Male,0,No,No,55,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.83,2847.85,No
3371-HEGF,Female,0,No,No,13,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,46.9,589.21,Yes
5393-EGID,Female,1,Yes,No,66,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),26.04,1590.8,No
1746-HDJF,Female,0,No,Yes,71,No,DSL,Yes,No,No,One year,Yes,Credit card (automatic),46.26,2994.53,No
9353-JIIF,Male,0,Yes,Yes,39,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Credit card (automatic),83.1,3059.65,Yes
8614-DFFH,Male,0,Yes,No,22,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,Electronic check,66.19,1450.68,Yes
3421-DFHJ,Female,0,Yes,No,24,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38.81,939.57,No
9390-FJFE,Female,0,Yes,No,31,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.84,1793.22,No
5581-IAGG,Female,0,No,Yes,34,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,71.34,2444.81,Yes
6914-FAHA,Female,0,Yes,Yes,5,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Mailed check,82.42,376.12,Yes
3241-BEGH,Male,0,No,No,14,No,Fiber optic,No,No,Yes,One year,Yes,Electronic check,90.4,1273.29,Yes
6917-EIJI,Male,0,Yes,Yes,57,Yes,Fiber optic,No,No internet service,No,One year,Yes,Electronic check,66.87,3478.74,Yes
5732-JGGB,Female,0,No,No,3,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,67.49,207.43,No
8246-EBCE,Male,0,No,No,32,Yes,DSL,No internet service,No,Yes,Two year,No,Bank transfer (automatic),43.42,1258.33,No
1990-JHBI,Female,0,Yes,No,63,No,DSL,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.58,2511.89,No
4810-IFDC,Male,0,No,No,6,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),24.47,150.19,No
1697-IFBJ,Female,0,Yes,Yes,67,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,41.17,2632.97,No
8371-ECHF,Female,0,No,No,34,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,47.24,1545.85,Yes
7617-FEJG,Male,0,No,Yes,30,Yes,DSL,Yes,Yes,No,One year,Yes,Bank transfer (automatic),47.73,1430.1,No
8667-ICBH,Male,0,No,No,52,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),99.05,4884.4,Yes
3582-EFBF,Female,0,Yes,No,56,Yes,DSL,Yes,No,Yes,Two year,No,Electronic check,27.73,1618.04,No
5495-ECDI,Male,0,No,No,34,Yes,No,No,Yes,No,One year,No,Credit card (automatic),30.44,962.2,No
7846-CHAC,Female,0,No,No,6,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.0,97.81,No
7890-IIJI,Female,0,No,Yes,70,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.6,4488.94,No
5517-IHBH,Female,0,Yes,Yes,0,Yes,No,No internet service,No,Yes,One year,Yes,Mailed check,18.0,8.72,No
3473-AAHC,Male,1,Yes,No,63,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.2,3294.7,No
3116-HBIA,Female,1,No,No,31,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.66,2068.05,Yes
9772-CHDD,Male,0,No,No,37,No,DSL,No,No,No internet service,Two year,No,Credit card (automatic),57.29,2156.59,Yes
4507-BFGE,Female,0,No,No,55,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,96.56,5061.16,Yes
7702-DEGD,Female,0,No,No,68,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.81,5158.93,Yes
8603-CAFE,Male,0,No,No,10,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.71,589.35,Yes
6351-AJED,Male,0,Yes,Yes,59,Yes,No,No,No,No,One year,No,Credit card (automatic),24.71,1448.54,No
1466-BCFD,Male,0,No,No,48,No,No,No internet service,Yes,Yes,One year,No,Mailed check,18.0,846.17,No
6595-EIJI,Female,0,Yes,No,26,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,44.5,1052.48,No
7696-IIBJ,Male,0,No,No,31,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,Yes,Electronic check,61.83,1959.07,No
7138-CJAB,Male,0,Yes,No,56,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,31.45,1609.2,No
3181-CJDH,Female,0,No,No,10,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),80.5,817.45,No
1667-GDJJ,Female,1,No,No,36,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),67.93,2365.64,No
4890-HIBF,Female,0,No,No,52,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,52.49,2738.3,No
8619-IFIA,Female,0,Yes,No,39,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),39.34,1470.11,No
2010-IEED,Female,1,No,No,32,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.5,2223.45,Yes
9980-GFEA,Female,0,Yes,No,38,Yes,Fiber optic,No internet service,No,Yes,Two year,No,Bank transfer (automatic),84.09,3181.83,No
7863-ADDD,Male,0,Yes,Yes,37,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.0,639.28,Yes
2009-CDEF,Female,0,No,No,58,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),22.96,1369.01,No
6634-HGEE,Female,0,No,Yes,59,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.14,3573.56,No
9504-IICC,Female,0,Yes,Yes,67,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),28.43,1984.96,No
3840-DEJE,Female,0,No,No,5,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer (automatic),78.62,401.39,Yes
5011-GFCH,Female,0,Yes,Yes,23,Yes,DSL,No,No internet service,Yes,One year,No,Mailed check,62.75,1337.0,No
3168-AGDJ,Male,0,No,No,64,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.33,3164.56,Yes
8978-HEHH,Female,1,No,No,46,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,29.04,1317.7,No
4886-DCBG,Female,0,No,No,27,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,27.84,700.78,No
9356-HJCJ,Male,0,No,No,45,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),44.67,1988.35,No
1730-HJFJ,Female,0,No,No,33,Yes,Fiber optic,No internet service,No,Yes,Two year,No,Credit card (automatic),74.17,2424.82,No
4046-ICDF,Male,0,No,No,64,No,No,No internet service,No,Yes,One year,Yes,Electronic check,18.0,1111.25,No
5201-DCIG,Female,0,Yes,Yes,40,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Mailed check,57.85,2120.93,No
8521-JJBD,Female,0,Yes,No,32,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),62.3,1993.16,No
6507-CEBA,Male,1,No,No,45,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Electronic check,77.98,3247.17,No
8717-DHIE,Male,0,Yes,No,13,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,68.69,838.67,Yes
3401-DJFH,Female,0,No,No,56,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),49.55,2825.97,No
9755-CHBA,Male,0,Yes,No,14,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.66,1045.14,Yes
3003-IHIC,Female,0,No,Yes,1,Yes,Fiber optic,No,No,No,Two year,No,Bank transfer (automatic),73.27,67.6,No
1779-DHBB,Male,0,No,Yes,3,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.64,199.86,No
7304-BEAH,Female,0,No,No,4,Yes,DSL,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),64.17,241.13,No
1843-DFIG,Female,0,No,No,7,Yes,Fiber optic,No internet service,No internet service,Yes,One year,No,Electronic check,75.15,530.39,No
4995-EFBE,Female,0,Yes,No,3,Yes,DSL,No,No internet service,Yes,Month-to-month,No,Electronic check,46.71,133.47,No
7407-AHBC,Male,0,No,No,21,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.32,1685.58,Yes
4583-CAHJ,Female,0,Yes,No,70,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Mailed check,90.32,6012.0,No
2256-HBHH,Male,0,No,No,7,Yes,DSL,No internet service,No,No internet service,One year,No,Electronic check,31.68,228.81,No
1567-JHED,Male,1,No,Yes,49,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),19.18,852.59,No
8561-GCFJ,Male,0,Yes,No,63,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,18.0,1145.03,No
4543-IJAI,Female,1,Yes,No,59,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),58.64,3598.2,Yes
1768-EAIA,Female,0,Yes,No,26,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),64.23,1567.31,Yes
4385-DBCB,Male,0,Yes,No,3,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.66,182.08,Yes
4924-EECD,Male,0,No,No,26,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Electronic check,63.01,1704.99,No
3659-FEBA,Female,0,Yes,Yes,43,Yes,Fiber optic,No,Yes,No,One year,Yes,Electronic check,53.51,2211.3,No
5515-FHDA,Male,0,No,No,55,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.14,2720.92,No
4170-EBJJ,Male,0,No,No,10,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,18.0,170.52,Yes
7499-AAHE,Female,1,No,Yes,21,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Electronic check,84.98,1744.61,No
7874-JHDD,Male,0,No,No,43,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.45,2957.45,No
3311-HEFE,Female,0,Yes,No,52,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,61.47,3130.96,No
2670-FFEE,Female,0,No,No,22,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,71.34,1503.8,Yes
7474-GEGB,Male,0,No,No,60,Yes,DSL,No,No,Yes,Two year,Yes,Mailed check,30.73,1806.12,No
6342-FGDC,Male,0,No,No,58,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,63.83,3833.3,Yes
5582-GHHA,Female,0,Yes,No,26,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),90.83,2415.64,Yes
8789-CJCJ,Female,0,Yes,No,39,Yes,Fiber optic,Yes,No internet service,No,Two year,No,Bank transfer (automatic),77.12,2975.57,No
1290-FJHA,Female,0,No,No,34,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,94.3,3088.26,No
